coordinate_x,coordinate_y,cost,parent_coordinate_x,parent_coordinate_y
-3.2058001018,89.9443279054,55.352080825921384,0.1503371972,86.4872301273
-3.8219823399,91.3053044701,56.7783177590302,0.1503371972,86.4872301273
6.3831512589,80.9962902642,42.23805064209183,10.7792382327,75.8434132768
1.5775691929,87.5194053106,50.340189180874724,6.3831512589,80.9962902642
2.2219237629,88.2041569306,50.5608600328004,6.3831512589,80.9962902642
2.0090415627,87.7630010028,50.295420551328675,6.3831512589,80.9962902642
-2.2628102629,94.3331248841,58.1322085308207,2.0090415627,87.7630010028
-2.6008440643,94.709549742,58.632421503715705,2.0090415627,87.7630010028
1.6219613947,89.5819691886,52.05552544551492,6.3831512589,80.9962902642
3.4436563983,86.0699586724,48.10173047235717,6.3831512589,80.9962902642
-0.8483938591,92.9959751368,56.249822241427225,3.4436563983,86.0699586724
6.3219625027,80.9556174942,42.24721403532785,10.7792382327,75.8434132768
3.384956432,84.3725977275,46.75296131786507,6.3219625027,80.9556174942
-2.013362522,89.9959440652,54.5480797623045,3.384956432,84.3725977275
12.2434634741,73.8419730574,32.99727934869035,16.9814983943,68.7365784883
6.710593024,78.7049544285,40.36350248088336,12.2434634741,73.8419730574
20.6738852848,63.2160558318,19.52097593918132,26.458292643,58.473976367
17.2635624608,65.5230614196,23.638326609944713,20.6738852848,63.2160558318
11.4457567448,69.6914384603,30.795297372953126,17.2635624608,65.5230614196
16.7551299369,67.4136493464,25.2634871312041,20.6738852848,63.2160558318
11.0208596308,73.0161479957,33.280334832066856,16.7551299369,67.4136493464
2.9414523268,78.6261131284,43.116417953616725,11.0208596308,73.0161479957
4.2430798753,79.2695698241,42.502242605297695,11.0208596308,73.0161479957
1.1224999865,83.2584185949,47.56672020507989,4.2430798753,79.2695698241
-0.7957605168,85.639451112,50.62414509911015,4.2430798753,79.2695698241
-0.6374090473,83.7277391493,49.11242005040275,4.2430798753,79.2695698241
1.1988367877,82.5695801581,46.99195130196245,4.2430798753,79.2695698241
11.8800449675,71.8969129985,31.8866364148237,16.7551299369,67.4136493464
7.489199037,74.7502422754,37.12314440658721,11.8800449675,71.8969129985
5.103639908,78.0049895214,41.00958902568491,11.8800449675,71.8969129985
-0.4766474328,83.4591793633,48.812652118943724,5.103639908,78.0049895214
-3.9385503032,86.7416201703,53.58331131192142,-0.4766474328,83.4591793633
4.913181608,78.0162971232,41.159394749622145,11.8800449675,71.8969129985
0.0994115258,81.1558184171,46.90647891110223,4.913181608,78.0162971232
0.6898907884,80.7213220754,46.17470584056578,4.913181608,78.0162971232
-0.819906687,82.4871594167,48.42967060722934,4.913181608,78.0162971232
-2.4698568838,84.1075330733,50.730832090543885,4.913181608,78.0162971232
-2.4504449272,83.3974729099,50.27970442623225,4.913181608,78.0162971232
20.59276574,65.9615695601,21.552715019193062,26.458292643,58.473976367
15.2353326689,73.476539034,30.781845818188422,20.59276574,65.9615695601
18.3752250474,69.0051195917,25.318439852235063,20.59276574,65.9615695601
13.2785132091,74.9976986751,33.18529917686205,18.3752250474,69.0051195917
42.0105270653,53.6525821539,7.904988685905416,35.0,50.0
46.5935051417,55.6208285905,12.892741895914067,42.0105270653,53.6525821539
52.5836100464,57.9176623284,19.308098627138502,46.5935051417,55.6208285905
58.3870343889,60.4129749229,25.62524347614995,52.5836100464,57.9176623284
59.8085674841,60.5762358099,27.006671412604106,52.5836100464,57.9176623284
68.2884240821,64.6028892624,36.393998292455166,59.8085674841,60.5762358099
75.4361776484,67.6645229871,44.16985722306694,68.2884240821,64.6028892624
84.9284200784,70.4133124233,54.05208924394445,75.4361776484,67.6645229871
87.0441904814,71.2857620058,56.340681097511876,84.9284200784,70.4133124233
93.9594383599,73.9673272784,63.7572586289196,84.9284200784,70.4133124233
98.9646931155,76.7371452984,69.47778893933427,93.9594383599,73.9673272784
98.9053216886,76.1924988138,69.1806478149422,93.9594383599,73.9673272784
102.2957180871,77.4004102799,72.77979185886399,98.9053216886,76.1924988138
102.5363957285,78.2702608838,73.36416235450896,98.9053216886,76.1924988138
103.342232316,77.8942273442,73.93270588557985,98.9053216886,76.1924988138
80.7821966209,69.0526280148,49.69314921446626,75.4361776484,67.6645229871
